"batch","X_unit_id","X_last_judgment_at","any_comments","what_service_gives_better_results","what_service_gives_better_results.confidence","agba","agbb","agfa","agfb","b1a","b1b","b2a","b2b","b3a","b3b","b4a","b4b","b5a","b5b","d1a","d1b","d2a","d2b","d3a","d3b","d4a","d4b","d5a","d5b","dagb","dagf","dndcgb","dndcgf","f1a","f1b","f2a","f2b","f3a","f3b","f4a","f4b","f5a","f5b","id","ndcgba","ndcgbb","ndcgfa","ndcgfb","ov","query"
1,151312958,"4/6/2012 21:47:04","","Service A",1,0.7,0.4,0.722,0.394,2,1,2,1,1,2,1,0,1,0,"b018504","b001312","b016281","b007562","b002616","b000367","b005624","a003073","b011661","a008873",0.3,0.328,0.330419897,0.323147537779176,91,54,90,51,60,90,70,1,50,1,615,0.776573235,0.446153338,0.770821870288216,0.44767433250904,0,"b008990"
1,151312959,"4/6/2012 22:27:09","","Service A",1,0.5,0.8,0.42,0.66,1,2,0,2,2,1,0,2,2,1,"a009883","b019969","b015103","b007164","b002025","b009562","b000472","a005327","b011724","a003724",-0.3,-0.24,-0.379242127,-0.274581804562276,40,70,20,80,70,60,10,70,70,50,616,0.470365283,0.84960741,0.403617796145028,0.678199600707304,0,"b011836"
1,151312960,"4/6/2012 22:30:52","","They are both equally bad",1,0.5,0.2,0.448,0.258,0,2,1,0,2,0,1,0,1,0,"b005076","b008374","b015257","e008815","b015725","a002403","b010387","a008009","b007191","b007565",0.3,0.19,0.076049744,0.091924701632687,23,67,52,6,69,29,45,9,35,18,617,0.415209949,0.339160205,0.417942510252821,0.326017808620134,0,"b007455"
1,151312961,"4/6/2012 21:26:44","","They are both equally bad",1,0.1,0.4,0.26,0.38,0,2,0,0,0,2,1,0,0,0,"f001028","b003473","d002935","d016099","a000354","a003576","f013385","f001028","a001604","d005107",-0.3,-0.12,-0.435706133,-0.188889299628897,30,70,0,0,10,90,55,30,35,0,618,0.073034175,0.508740308,0.244965441388574,0.433854741017471,1,"a005135"
1,151312962,"4/6/2012 21:44:47","","They are both equally good",1,1,0.7,0.78,0.652,2,0,2,2,2,1,2,2,2,2,"e001639","d017875","e007295","e006169","e005411","e002552","e008433","e014489","e008495","e004984",0.3,0.128,0.423950257,0.226797481000309,79,10,79,83,74,64,75,83,83,86,619,1,0.576049743,0.780926463974946,0.554128982974637,0,"e010715"
1,151312963,"4/6/2012 21:16:00","","Service B",1,0,0.3,0.09,0.41,0,1,0,0,0,1,0,0,0,1,"b004878","b014896","e016619","a000811","a009452","b007292","b003160","a002448","b007039","b009322",-0.3,-0.32,-0.319972693,-0.382520737969235,0,70,0,15,0,40,20,15,25,65,620,0,0.319972693,0.0620149393466268,0.444535677315862,0,"b000979"
1,151312964,"4/6/2012 21:51:50","","They are both equally bad",1,0.4,0.1,0.498,0.31,1,0,0,0,2,0,1,1,0,0,"b004509","b009059","b013379","b015698","b015336","e017428","b002947","b003406","b003825","b003825",0.3,0.188,0.339160205,0.226697612942639,64,28,30,26,83,10,42,61,30,30,621,0.41219438,0.073034175,0.522720126171663,0.296022513229024,1,"b001064"
1,151312965,"4/6/2012 22:18:29","","Service B",1,0.4,0.7,0.37,0.56,0,1,0,1,2,1,0,2,2,2,"e012441","f016064","d014025","f006730","b000928","f018674","f003296","b008704","b002424","b000944",-0.3,-0.19,-0.337851534,-0.256167663801042,0,50,0,40,75,45,35,75,75,70,622,0.30078518,0.638636714,0.27671280755681,0.532880471357852,0,"b017586"
1,151312966,"4/6/2012 21:34:09","","They are both equally bad",1,0.4,0.1,0.442,0.182,0,0,1,0,1,0,1,0,1,1,"e009768","e009768","e016325","e009451","d014039","e001908","d004068","e006165","e016226","e015420",0.3,0.26,0.264817358,0.213715813502992,11,11,31,10,61,14,64,12,54,44,623,0.330419897,0.065602539,0.371421713012251,0.157705899509259,1,"d014514"
1,151312967,"4/6/2012 23:11:13","","Service B",1,0.5,0.8,0.47,0.734,0,2,0,2,1,2,2,1,2,1,"e005340","d011401","a009028","d004749","d004345","d010745","d017096","d002417","d006131","e014848",-0.3,-0.264,-0.499299807,-0.4217564377878,13,95,0,89,55,78,94,64,73,41,624,0.362063479,0.861363286,0.370443838571968,0.792200276359768,0,"d015538"
1,151312968,"4/6/2012 22:46:38","","Service A",1,0.6,0.3,0.382,0.252,1,0,1,0,2,1,2,2,0,0,"b005334","b016521","b015359","b012294","b001872","a009112","e007457","e007457","b005064","d001950",0.3,0.13,0.361363286,0.107014559931653,4,4,8,4,94,46,70,70,15,2,625,0.592221687,0.230858401,0.312019212385052,0.205004652453399,1,"b008059"
1,151312969,"4/6/2012 21:29:09","","Service A",1,0,0.3,0.188,0.342,0,1,0,0,0,1,0,0,0,1,"e005870","e012625","e009092","b000632","e001917","e003117","f005072","e007072","e011637","e018602",-0.3,-0.154,-0.319972693,-0.151889161742671,22,45,23,16,21,44,15,15,13,51,626,0,0.319972693,0.198410820155877,0.350299981898548,0,"e006591"
1,151312970,"4/6/2012 21:37:58","","They are both equally good",1,0.7,0.4,0.516,0.492,1,0,2,1,1,1,2,0,1,2,"e009991","b019321","d012057","d003484","d019119","d000567","d005265","b007467","e003965","d009750",0.3,0.024,0.357039046,0.057359689487459,30,14,68,65,57,58,64,22,39,87,627,0.680027307,0.322988261,0.48857310423369,0.431213414746231,0,"d013474"
1,151312971,"4/6/2012 22:15:01","","Service B",1,0.1,0.4,0.138,0.344,0,0,0,1,0,2,1,0,0,1,"e001116","e016650","d004942","d000944","d009719","d001281","d004456","e001116","d017621","d008942",-0.3,-0.206,-0.269141599,-0.197534364324341,6,9,10,54,8,66,23,6,22,37,628,0.073034175,0.342175774,0.117775484517352,0.315309848841693,1,"d019428"
1,151312972,"4/7/2012 00:10:35","Neither Service comes close.","They are both equally bad",1,0.3,0,0.228,0.04,1,0,0,0,0,0,0,0,2,0,"b016513","e008301","d011747","d019213","d016300","d018908","e016435","d005275","f019558","b008604",0.3,0.188,0.30078518,0.184895793009617,28,0,4,0,2,0,5,10,75,10,629,0.30078518,0,0.212623135745122,0.0277273427355048,0,"b016165"
1,151312973,"4/6/2012 23:53:35","","Service B",1,0.4,0.7,0.444,0.666,0,2,1,1,2,2,0,1,1,1,"d017220","d010100","d011625","d000305","d018584","d007837","e012897","d006077","d003948","d001039",-0.3,-0.222,-0.41219438,-0.284534711098763,23,84,54,63,69,74,32,50,44,62,630,0.342175774,0.754370154,0.415041807044071,0.699576518142834,0,"d008359"
1,151312974,"4/6/2012 21:35:23","","They are both equally good",1,0.8,0.5,0.76,0.42,0,1,2,1,2,1,2,0,2,2,"e009811","e003151","e011329","e018593","e006378","e018499","e001402","e002362","e004894","e013464",0.3,0.34,0.168271431,0.249345664127379,20,40,90,40,90,50,85,10,95,70,631,0.660839795,0.492568364,0.661844692691951,0.412499028564572,0,"e012576"
1,151312975,"4/6/2012 21:42:14","","They are both equally good",1,0.4,0.7,0.446,0.574,0,2,0,2,2,1,0,1,2,1,"b013296","e000763","e000492","e004199","b015829","e000990","e007892","b002037","e013374","e000663",-0.3,-0.128,-0.475788055,-0.228637723034075,20,74,23,71,71,46,33,48,76,48,632,0.30078518,0.776573235,0.385369169173271,0.614006892207346,0,"e010395"
1,151312976,"4/6/2012 22:17:25","","Service B",1,0.6,0.3,0.56,0.314,0,2,1,0,2,0,1,0,2,1,"e004112","d002515","d013344","e019890","d008504","e006472","d006871","e010340","d004871","d019089",0.3,0.246,0.076049743,0.136322503920029,25,68,52,12,71,7,60,15,72,55,633,0.480812487,0.404762744,0.498573447567002,0.362250943646973,0,"d009949"
1,151312977,"4/6/2012 21:36:34","","Service B",1,0.7,1,0.586,0.76,0,2,2,2,2,2,1,2,2,2,"d008005","e003495","e012868","e018796","e005937","e002901","e003818","e014798","e018796","e013661",-0.3,-0.174,-0.41219438,-0.259567498821919,13,73,68,86,71,79,55,73,86,69,634,0.58780562,1,0.503177318651285,0.762744817473204,1,"e012145"
1,151312978,"4/6/2012 23:02:46","","Service A",1,0.4,0.1,0.39,0.114,0,0,2,0,1,1,1,0,0,0,"b002423","b012392","d000286","b002423","d011660","d010616","d005148","a001472","e013025","e006550",0.3,0.276,0.28702044,0.275466693512966,16,0,71,16,61,37,47,4,0,0,635,0.371810491,0.084790051,0.378291867839818,0.102825174326852,1,"d016296"
1,151312979,"4/6/2012 21:39:50","","Service B",1,0.1,0.4,0.18,0.38,1,2,0,0,0,2,0,0,0,0,"b007101","b003473","d002935","d016099","e019474","a003576","a007185","f001028","a007960","d005107",-0.3,-0.2,-0.339160205,-0.229183041662594,40,70,0,0,5,90,10,30,35,0,636,0.169580103,0.508740308,0.204671699354877,0.433854741017471,0,"a005135"
1,151312980,"4/6/2012 22:31:17","","They are both equally bad",1,0.5,0.2,0.498,0.318,0,0,2,0,1,0,2,2,0,0,"b013091","b000632","a007776","b009478","e013546","f011114","e019439","a005601","b007696","e012234",0.3,0.18,0.298776316,0.146310277830679,12,26,79,24,58,28,72,70,28,11,637,0.444844666,0.14606835,0.450011466892664,0.303701189061985,0,"f019182"
1,151312981,"4/6/2012 23:47:38","No match watsoever.","They are both equally bad",1,0,0.3,0.12,0.418,0,1,0,1,0,0,0,0,0,1,"b001287","a005571","b006583","d010726","b000756","b003070","b016735","b011259","b016472","e013215",-0.3,-0.298,-0.342175774,-0.350760599982757,4,63,14,44,7,26,14,17,21,59,638,0,0.342175774,0.103397727713926,0.454158327696683,0,"e010314"
1,151312982,"4/6/2012 22:20:28","","They are both equally bad",1,0.7,0.4,0.618,0.498,2,1,1,0,2,2,2,1,0,0,"b008726","b004509","a008167","b013379","b002995","b015336","b016463","b002947","a002491","b003825",0.3,0.12,0.34960741,0.131166120352989,80,64,51,30,71,83,85,42,22,30,639,0.76180179,0.41219438,0.653886246524652,0.522720126171663,0,"b001064"
1,151312983,"4/6/2012 22:24:38","","Service A",1,0.7,1,0.48,0.702,0,2,1,2,2,2,2,2,2,2,"a002516","a006605","b002892","b014081","a008348","f000673","a006822","a009234","f001994","a005952",-0.3,-0.222,-0.446153338,-0.332494491592294,0,71,20,72,80,70,70,70,70,68,640,0.553846662,1,0.372552734204886,0.70504722579718,0,"a005589"
1,151312984,"4/6/2012 22:47:02","","They are both equally good",1,0.6,0.3,0.544,0.296,1,0,2,2,1,0,2,0,0,1,"b001202","b004672","a006531","b019543","a009318","b017369","b007346","b004530","b000904","a006688",0.3,0.248,0.334835966,0.291838541752499,42,0,75,70,66,0,89,6,0,72,641,0.614424769,0.279588803,0.544860683866117,0.253022142113618,0,"b009504"
1,151312985,"4/6/2012 21:43:01","","They are both equally bad",1,0.3,0.6,0.228,0.49,1,0,2,2,0,1,0,1,0,2,"e000372","e016799","b019036","b017223","d012138","b007413","e014478","b018313","b015594","b012289",-0.3,-0.262,-0.119449201,-0.163786169202004,17,8,86,80,1,18,2,63,8,76,642,0.383566367,0.503015568,0.256798996792418,0.420585165994422,0,"b008450"
1,151312986,"4/6/2012 22:54:07","","They are both equally bad",1,0.3,0,0.38,0.14,1,0,0,0,0,0,0,0,2,0,"b010401","e013709","e015312","d012986","b015391","b003709","d012986","b015391","b014517","e015312",0.3,0.24,0.30078518,0.247681669957551,60,20,5,5,35,5,5,35,85,5,643,0.30078518,0,0.392376205701405,0.144694535743854,3,"b005963"
1,151312987,"4/6/2012 21:25:52","Nice mix of classical in both","They are both equally good",1,0.5,0.8,0.46,0.658,1,2,2,2,2,1,0,1,0,2,"d007281","d017413","d010101","d019502","d005671","b003635","e017487","d007831","e012064","d000188",-0.3,-0.198,-0.289029304,-0.228738709695573,35,89,89,86,70,36,16,30,20,88,644,0.55314647,0.842175774,0.477471870782563,0.706210580478136,0,"d007449"
1,151312988,"4/6/2012 21:20:31","","Service B",1,0.8,0.5,0.578,0.488,0,2,2,1,2,2,2,0,2,0,"e018530","a000268","a004683","a005875","a007105","a000277","b007077","e000588","b009791","b009158",0.3,0.09,0.045106355,-0.048684649227716,10,69,74,64,71,71,67,22,67,18,645,0.660839795,0.61573344,0.498440925630928,0.547125574858644,0,"b018710"
1,151312989,"4/6/2012 21:33:23","neither really fits with the query","They are both equally bad",1,0.3,0.6,0.418,0.56,1,1,0,0,1,2,0,2,1,1,"b007654","a001388","e014293","b006986","a003420","f015197","b009827","f006058","a001173","b012997",-0.3,-0.142,-0.230858401,-0.098730112740692,44,39,15,16,60,77,27,85,63,63,646,0.319972693,0.550831094,0.405174144902961,0.503904257643653,0,"b016602"
1,151312990,"4/6/2012 23:08:22","","Service A",1,0.8,0.5,0.578,0.366,2,0,2,1,2,0,1,2,1,2,"a005930","d003331","a001742","a000829","a004243","e009968","e015167","a009830","a004497","a006516",0.3,0.212,0.477096726,0.295510392284743,62,0,66,56,66,7,37,60,58,60,647,0.861363286,0.38426656,0.593577364133684,0.298066971848941,0,"a008101"
1,151312991,"4/6/2012 21:57:23","","They are both equally bad",1,0,0.3,0.124,0.336,0,0,0,2,0,0,0,0,0,1,"b016274","e006922","e013494","d013608","e003642","e010498","e015542","e004359","e006922","e005764",-0.3,-0.212,-0.279588803,-0.205076306263867,13,16,12,79,18,23,3,19,16,31,648,0,0.279588803,0.125668459825595,0.330744766089462,1,"e008805"
1,151312992,"4/6/2012 21:13:44","","Service B",1,1,0.7,0.762,0.514,2,1,2,0,2,2,2,2,2,2,"d007374","d005494","d012238","e010769","d010399","d000386","d001423","d001423","d008716","d010399",0.3,0.248,0.383566367,0.332394275621713,67,19,77,0,87,71,80,80,70,87,649,1,0.616433633,0.748239684805737,0.415845409184024,2,"d005834"
1,151312993,"4/6/2012 22:31:43","","They are both equally bad",1,0.3,0.6,0.326,0.558,0,0,0,0,0,2,2,2,1,2,"b012912","b012912","d018398","e019382","e012063","d012170","d013187","d013596","d017593","d008505",-0.3,-0.232,-0.235182641,-0.186295024003226,0,0,16,13,0,93,77,83,70,90,650,0.211670889,0.44685353,0.238553985995048,0.424849009998274,1,"d008986"
1,151312994,"4/6/2012 21:52:23","","They are both equally good",1,0.9,0.5,0.68,0.466,2,1,2,2,2,0,1,0,2,2,"d008753","d014719","d008504","d011306","d007281","e004112","d016737","b002158","d002000","d010642",0.4,0.214,0.41219438,0.188296209240681,73,61,71,77,78,25,53,2,65,68,801,0.926965825,0.514771445,0.694489203667622,0.506192994426941,0,"d009949"
1,151312995,"4/6/2012 23:10:27","","Service B",1,0.5,0.9,0.462,0.696,1,2,0,2,0,2,2,2,2,1,"d004936","d000701","b006067","d011327","e018585","d014571","d001397","d013422","d001459","d001017",-0.4,-0.234,-0.487543931,-0.291044322920203,49,82,10,75,22,66,81,69,69,56,802,0.44685353,0.934397461,0.433741616493731,0.724785939413934,0,"d019573"
1,151312996,"4/6/2012 22:04:51","","Service A",1,0.4,0,0.488,0.098,1,0,1,0,0,0,0,0,2,0,"d011389","e014437","d016121","e014478","e005948","e011796","e003725","e005948","d017939","e018734",0.4,0.39,0.407778313,0.43620560053163,65,3,67,6,22,13,5,22,85,5,803,0.407778313,0,0.519960286757708,0.0837546862260778,1,"d012347"
1,151312997,"4/6/2012 21:46:16","","Service B",1,0.3,0.7,0.36,0.568,2,2,0,2,1,0,0,2,0,1,"e009287","e006107","d008959","e002821","e003777","d005887","b016974","e004004","b013065","e002700",-0.4,-0.208,-0.340867102,-0.163423277898303,78,73,12,73,59,0,15,79,16,59,804,0.423950257,0.764817359,0.433178637315662,0.596601915213965,0,"e004616"
1,151312998,"4/6/2012 21:19:07","","Service A",1,0.8,0.4,0.666,0.352,1,0,2,1,2,1,1,0,2,2,"b012493","e009968","a009367","a001288","a006106","a001700","a005838","b005084","b014142","b013915",0.4,0.314,0.434397461,0.36376852202451,58,0,83,66,88,41,34,0,70,69,805,0.757385722,0.322988261,0.665058802313906,0.301290280289396,0,"b009504"
1,151312999,"4/6/2012 21:33:33","","They are both equally good",1,0.4,0.8,0.43,0.652,0,2,0,2,1,2,2,2,1,0,"d014060","d010525","d004801","d004099","d019886","d010448","d001994","d011108","d005043","d004801",-0.4,-0.222,-0.572333982,-0.319721764188142,19,76,22,73,44,83,83,72,47,22,806,0.29646094,0.868794922,0.369035779204026,0.688757543392168,1,"d014776"
1,151313000,"4/6/2012 22:03:57","","They are both equally bad",1,0.5,0.1,0.456,0.316,2,0,2,0,0,1,1,0,0,0,"b014321","a001127","a009434","b016317","e016256","a008025","b009042","e016256","e010423","a002137",0.4,0.14,0.541390594,0.247343876614334,84,21,80,34,13,55,30,13,21,35,807,0.626180645,0.084790051,0.549502568790649,0.302158692176315,1,"a007204"
1,151313001,"4/6/2012 21:50:12","","They are both equally bad",1,0,0.4,0.11,0.41,0,1,0,1,0,1,0,1,0,0,"b010903","b015592","a004734","e000763","a002448","b012666","b018203","e014975","b007811","b013994",-0.4,-0.3,-0.434397461,-0.315389832549401,10,40,5,50,10,40,10,60,20,15,808,0,0.434397461,0.102421194514508,0.417811027063909,0,"a006733"
1,151313002,"4/6/2012 21:33:45","","Service A",1,1,0.6,0.702,0.404,2,0,2,2,2,2,2,2,2,0,"a006605","a009367","b014081","a006605","f000673","a009234","a009234","a007407","a005952","b019938",0.4,0.298,0.470365283,0.345309212585849,71,0,72,71,70,70,70,61,68,0,809,1,0.529634717,0.70504722579718,0.359738013211331,2,"a005589"
1,151313003,"4/6/2012 21:27:57","","Service B",1,0.4,0.8,0.4,0.754,0,2,0,2,1,1,2,2,1,1,"b014784","e008175","b017520","e019607","b002180","b002180","e009960","e006467","b006306","b014679",-0.4,-0.354,-0.55314647,-0.476193071536602,3,95,17,77,41,41,72,92,67,72,810,0.29646094,0.84960741,0.309156927064187,0.785349998600789,1,"e010700"
1,151313004,"4/6/2012 21:54:41","","They are both equally good",1,0.7,0.3,0.442,0.264,1,0,2,1,2,1,1,0,1,1,"b005139","b000905","e013970","e011087","b008929","e009845","e002030","b019043","e011379","b013221",0.4,0.178,0.434397462,0.172874534353445,15,4,65,49,92,50,29,3,20,26,811,0.691783184,0.257385722,0.414579634251202,0.241705099897757,0,"b008059"
1,151313005,"4/6/2012 21:47:07","","They are both equally bad",1,0.4,0.8,0.366,0.746,2,2,0,2,2,2,0,1,0,1,"b014660","b011515","b007884","b009059","b005034","b005034","b006433","e012659","b003760","e001103",-0.4,-0.38,-0.352622978,-0.351340685565808,85,95,0,89,84,84,0,51,14,54,812,0.508740308,0.861363286,0.449102171549221,0.800442857115029,1,"b008990"
1,151313006,"4/7/2012 01:13:35","","They are both equally bad",1,0.5,0.1,0.334,0.078,2,0,0,1,2,0,1,0,0,0,"d009515","d006994","e001619","d015778","d006995","e012607","d014926","a007227","e011837","a002094",0.4,0.256,0.474781351,0.333577248373703,81,0,0,39,71,0,15,0,0,0,813,0.581774483,0.106993132,0.417031891620169,0.0834546432464658,0,"d018721"
1,151313007,"4/6/2012 22:23:25","","Service B",1,0.4,0.8,0.404,0.78,0,2,1,1,0,2,1,2,2,1,"b008274","d013004","d007436","d016687","e005819","d010337","d017221","d004749","d003991","d015717",-0.4,-0.376,-0.516171944,-0.45650632743086,2,83,59,60,1,92,51,89,89,66,814,0.311232385,0.827404329,0.325998278730976,0.782504606161836,0,"d015538"
1,151313008,"4/6/2012 21:40:01","","Service A",1,0.7,0.3,0.56,0.382,2,1,1,0,2,0,0,1,2,1,"a003151","b007346","a002000","a007227","b014475","b009209","a003658","a007631","a000616","a008810",0.4,0.178,0.438721702,0.188042260727961,63,58,58,9,81,6,10,67,68,51,815,0.746938518,0.308216816,0.578969133696882,0.390926872968921,0,"a000184"
1,151313009,"4/6/2012 21:58:50","","Service B",1,0.4,0.8,0.39,0.65,0,2,2,2,0,2,0,2,2,0,"a005145","e013927","b000411","b003486","d009318","e015843","d011939","e010366","e010366","e006472",-0.4,-0.26,-0.52360358,-0.312002676530016,20,75,75,70,15,75,15,70,70,35,816,0.345191342,0.868794922,0.367512561736186,0.679515238266202,1,"e019738"
1,151313010,"4/6/2012 22:16:27","","They are both equally good",1,0.7,0.3,0.59,0.342,1,2,2,0,1,0,2,0,1,1,"e013464","e007254","e005678","e009092","e008753","e001768","e003068","e011637","e014326","a004892",0.4,0.248,0.275264563,0.155064286360939,38,76,79,23,54,12,73,13,51,47,817,0.680027307,0.404762744,0.563047767484598,0.407983481123659,0,"e006591"
1,151313011,"4/6/2012 23:50:10","","Service B",1,0.3,0.7,0.402,0.646,1,0,0,1,0,2,0,2,2,2,"d003093","e012064","e012064","e005426","e005504","d010580","e011837","d008089","d001412","d001412",-0.4,-0.244,-0.253061482,-0.150023956870632,47,20,20,30,19,92,18,84,97,97,818,0.30078518,0.553846662,0.387983997085158,0.53800795395579,2,"d007449"
1,151313012,"4/6/2012 22:11:31","","Service A",1,0.9,0.5,0.704,0.388,2,2,2,2,2,0,1,1,2,0,"d005606","d000871","d018679","d013010","d000871","e001098","d015808","d010889","d014396","a007227",0.4,0.316,0.30078518,0.253335150559828,78,73,86,75,73,0,36,46,79,0,819,0.926965825,0.626180645,0.728603239888109,0.475268089328281,1,"d018721"
1,151313013,"4/6/2012 23:00:11","","They are both equally bad",1,0.5,0.9,0.47,0.68,0,1,1,2,2,2,2,2,0,2,"e018583","e005922","d002479","d005779","d010226","d017877","d001659","d002539","d010599","d005175",-0.4,-0.21,-0.407778312,-0.232053216708753,19,57,48,78,83,60,80,75,5,70,820,0.422641585,0.830419897,0.431320265012894,0.663373481721647,0,"d013474"
1,151313014,"4/7/2012 02:39:12","","Service A",1,0.5,0.1,0.488,0.288,2,0,1,0,2,0,0,1,0,0,"a000268","e000588","a005875","e006986","a000277","e001748","e000588","a005875","b009158","b013293",0.4,0.2,0.542699265,0.285198270610937,69,22,64,14,71,16,22,64,18,28,821,0.61573344,0.073034175,0.547125574858644,0.261927304247707,2,"b018710"
1,151313015,"4/6/2012 22:16:47","","They are both equally good",1,0.4,0.8,0.456,0.698,1,2,1,1,1,2,0,2,1,1,"d016535","d004719","d017593","d006678","d000628","d011518","e000405","d007880","d018679","d014668",-0.4,-0.242,-0.400438504,-0.2125429125026,55,80,70,50,52,70,5,82,46,67,822,0.426965825,0.827404329,0.492167904733611,0.704710817236211,0,"d008986"
1,151313016,"4/7/2012 00:04:31","","Service A",1,0.9,0.5,0.674,0.428,1,0,2,0,2,1,2,2,2,2,"b010888","a004734","a008275","b016735","b005373","a007957","a007264","b012941","a005408","a008275",0.4,0.246,0.468356418,0.30937057884467,38,0,77,0,72,58,78,79,72,77,823,0.830419897,0.362063479,0.62414894443426,0.31477836558959,1,"b012102"
1,151313017,"4/6/2012 21:20:54","","Service B",1,0.5,0.9,0.48,0.698,0,2,1,2,1,1,1,2,2,2,"b010934","b015829","e000990","e004199","b010204","b014942","e002393","e011856","b015829","e013374",-0.4,-0.218,-0.519187513,-0.291876121410978,9,71,46,71,60,46,54,85,71,76,824,0.396022436,0.915209949,0.402738675783417,0.694614797194395,1,"e010395"
1,151313018,"4/6/2012 21:40:45","","They are both equally good",1,0.4,0,0.514,0.244,1,0,0,0,1,0,2,0,0,0,"e010194","e003476","e015340","b007387","e004443","d013920","e010295","e009927","d006293","b005951",0.4,0.27,0.400438504,0.287400832986483,65,26,27,13,54,26,79,33,32,24,825,0.400438504,0,0.527183301509737,0.239782468523254,0,"e004656"
1,151313019,"4/6/2012 23:41:14","","Service B",1,0.5,0.9,0.428,0.758,0,2,0,1,1,2,2,2,2,2,"a004734","b018419","b016735","b001712","a007957","a005408","b012941","a007264","a008275","a004562",-0.4,-0.33,-0.530943389,-0.43479761369375,0,75,0,69,58,72,79,78,77,85,826,0.362063479,0.893006868,0.31477836558959,0.74957597928334,0,"b012102"
1,151313020,"4/6/2012 22:21:20","","They are both equally good",1,1,0.6,0.782,0.6,2,2,2,0,2,1,2,2,2,1,"a008741","b001629","a007807","b017742","b014321","b019676","b001881","b018062","a005422","a005229",0.4,0.182,0.364378855,0.135829205268578,70,97,84,8,84,53,71,86,82,56,827,1,0.635621145,0.770904584231896,0.635075378963318,0,"a007204"
1,151313021,"4/6/2012 23:35:49","","Service B",1,0.5,0.9,0.542,0.754,0,2,2,1,1,2,1,2,1,2,"d011457","e007640","e005457","e017133","e012157","e006930","e003591","e007295","e012442","e008495",-0.4,-0.212,-0.455593838,-0.279662023358315,11,80,76,58,50,77,68,79,66,83,828,0.43741303,0.893006868,0.470649064147929,0.750311087506244,0,"e010715"
1,151313022,"4/6/2012 22:51:40","","Service A",1,0.8,0.4,0.568,0.336,1,2,2,0,2,0,1,0,2,2,"f000099","b005421","b003299","a008009","b018998","b009829","b013383","a001663","b002995","b017429",0.4,0.232,0.287020439,0.158315759049787,34,69,67,9,72,7,44,4,67,79,829,0.757385722,0.470365283,0.532960416927725,0.374644657877938,0,"b007455"
1,151313023,"4/6/2012 21:18:19","","Service B",1,0.5,0.9,0.608,0.784,0,1,1,2,1,2,1,2,2,2,"e007242","d016121","d010324","d010535","d019434","d016765","d018848","d005453","d010535","d005505",-0.4,-0.176,-0.434397461,-0.230688807569589,19,67,67,77,69,81,72,89,77,78,830,0.396022436,0.830419897,0.53101862876477,0.761707436334359,1,"d012347"
1,151313024,"4/6/2012 22:41:06","","They are both equally bad",1,0.4,0,0.336,0.1,0,0,1,0,2,0,1,0,0,0,"e005210","e008691","a003658","d015418","e002246","e016650","b002025","e012764","b017354","a007227",0.4,0.236,0.34960741,0.164767103015566,0,16,32,16,76,13,44,5,16,0,831,0.34960741,0,0.282619369051789,0.117852266036223,0,"e008805"
1,151313025,"4/6/2012 22:12:50","","Service B",1,0.6,1,0.48,0.74,2,2,0,2,2,2,0,2,2,2,"b007164","b002025","a001585","b007164","b019969","a000115","e005984","b019969","b011724","b011724",-0.4,-0.26,-0.360054615,-0.220473384956112,80,70,10,80,70,80,10,70,70,70,832,0.639945385,1,0.517883251781022,0.738356636737134,3,"b011836"
1,151313026,"4/6/2012 21:40:44","","Service A",1,0.9,0.5,0.722,0.536,2,2,1,0,2,1,2,1,2,1,"b007752","b008258","b014615","b003498","f011559","b004211","f004293","b017986","b008258","b019625",0.4,0.186,0.330419898,0.148347280997539,65,79,66,7,74,63,77,61,79,58,833,0.893006868,0.56258697,0.703298984717511,0.554951703719972,1,"f015638"
1,151313027,"4/6/2012 22:38:15","","They are both equally good",1,0.6,1,0.486,0.728,2,2,0,2,0,2,2,2,2,2,"d002207","d018097","b011661","d005779","d010599","d008238","d000246","d017550","d017875","d005108",-0.4,-0.242,-0.383566367,-0.212012261866512,83,73,22,78,5,76,70,73,63,64,834,0.616433633,1,0.521965997473208,0.73397825933972,0,"d013474"
1,151313028,"4/6/2012 22:19:19","","Service A",1,0.9,0.5,0.72,0.45,2,1,1,1,2,1,2,0,2,2,"a009223","a000262","a002740","a007869","b005569","b011004","b018747","b013708","a005405","b005569",0.4,0.27,0.400438504,0.271084783910184,75,40,60,60,75,45,70,5,80,75,835,0.893006868,0.492568364,0.717158896673303,0.446074112763119,1,"b001529"
1,151313029,"4/6/2012 23:24:31","","Service B",1,0.4,0.8,0.486,0.726,0,2,2,2,0,1,0,2,2,1,"b014942","e012441","e013709","e013709","e015340","e004177","d013920","e001720","e009643","e010194",-0.4,-0.24,-0.504416068,-0.268782291561915,33,75,75,75,27,69,26,79,82,65,836,0.345191342,0.84960741,0.463765128522351,0.732547420084266,1,"e004656"
1,151313030,"4/6/2012 22:15:26","","They are both equally good",1,0.9,0.5,0.808,0.598,2,1,2,1,1,2,2,1,2,0,"d014148","d001468","d006674","d009342","d016121","d000636","d006408","d004740","d015685","e018709",0.4,0.21,0.396022436,0.17330983600776,81,68,78,65,67,81,94,73,84,12,837,0.915209949,0.519187513,0.802764235493734,0.629454399485974,0,"d012347"
